小区名称,房屋朝向,装修情况,供暖方式,户型结构,建筑类型,建筑结构,梯户比例,配备电梯,挂牌时间,上次交易,房屋年限,抵押信息,交易权属,房屋用途,产权所属,关注人数,发布日期,VR看装修,近地铁,随时看房,详情页,楼层高低,楼层总高度,区,街道,环线位置,居住空间,功能间,总价(万元),单价(元/平),房屋面积(平米),地址,lat,lon
月亮湾,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-04-01,2006-08-26,满五年,无抵押,商品房,普通住宅,非共有,32,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109400646.html,中楼层,26,普陀,光新,内环至中环,2室2厅,1厨1卫,735.0,73840,99.54,上海市普陀光新月亮湾,31.254696,121.432897
宝钢公寓,南,精装,,平层,塔楼,钢混结构,两梯六户,有,2023-04-25,2021-06-05,满两年,有抵押,商品房,普通住宅,非共有,14,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107106989990.html,低楼层,26,普陀,光新,内环至中环,2室1厅,1厨1卫,750.0,71833,104.41,上海市普陀光新宝钢公寓,31.254064,121.435343
中远两湾城,南 北,精装,,平层,板楼,钢混结构,两梯四户,有,2025-03-06,2006-10-18,满五年,无抵押,商品房,普通住宅,非共有,12,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112209274.html,高楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨2卫,780.0,79245,98.43,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯五户,有,2024-08-23,2013-09-05,满五年,有抵押,商品房,普通住宅,非共有,47,8个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110583281.html,中楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨2卫,888.0,82813,107.23,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
河滨围城,南 北,简装,,平层,板楼,钢混结构,一梯两户,有,2024-12-08,2012-04-16,满五年,无抵押,商品房,普通住宅,非共有,13,4个月以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111539229.html,中楼层,12,普陀,长寿路,内环内,2室2厅,1厨2卫,1080.0,103231,104.62,上海市普陀长寿路河滨围城,31.248322,121.44292
圣骊澳门苑,南,精装,,平层,板楼,钢混结构,两梯四户,有,2023-10-26,2012-06-09,满五年,无抵押,商品房,普通住宅,共有,44,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108344234.html,中楼层,26,普陀,长寿路,内环内,2室2厅,1厨1卫,950.0,88029,107.92,上海市普陀长寿路圣骊澳门苑,31.245911,121.447677
工汇花苑,南,精装,,平层,塔楼,钢混结构,一梯七户,有,2024-08-08,1998-07-27,未满两年,有抵押,商品房,普通住宅,非共有,55,8个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110454746.html,高楼层,18,普陀,甘泉宜川,内环至中环,3室2厅,1厨1卫,578.0,52575,109.94,上海市普陀甘泉宜川工汇花苑,31.257762,121.435356
香溢花城一期,南,精装,,平层,板楼,钢混结构,两梯三户,有,2025-04-10,2010-05-09,满五年,有抵押,商品房,普通住宅,非共有,2,18天以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112564532.html,低楼层,24,普陀,光新,,2室2厅,1厨2卫,910.0,86199,105.57,上海市普陀光新香溢花城一期,31.256143,121.43426
平江盛世家园,南,简装,,平层,塔楼,钢混结构,两梯八户,有,2023-09-16,2016-12-30,满五年,有抵押,商品房,普通住宅,共有,19,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108051844.html,高楼层,27,普陀,甘泉宜川,内环内,3室1厅,1厨1卫,550.0,59907,91.81,上海市普陀甘泉宜川平江盛世家园,31.256276,121.448567
香溢花城三期,南,精装,,平层,板楼,钢混结构,两梯三户,有,2025-04-11,2021-03-24,满两年,有抵押,商品房,普通住宅,非共有,4,17天以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112574764.html,低楼层,13,普陀,光新,内环至中环,2室1厅,1厨2卫,1039.0,103363,100.52,上海市普陀光新香溢花城三期,31.256143,121.43426
中远两湾城,南 北,精装,,平层,板楼,钢混结构,三梯六户,有,2024-12-16,2015-07-01,满五年,无抵押,商品房,普通住宅,非共有,0,4个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111607488.html,中楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨2卫,880.0,80015,109.98,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,精装,,平层,板塔结合,钢混结构,四梯八户,有,2024-11-16,2020-04-01,满两年,有抵押,商品房,普通住宅,共有,37,5个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111352548.html,高楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,788.0,82229,95.83,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
香溢花城一期,南 北,精装,,平层,板楼,钢混结构,两梯三户,有,2024-12-15,2010-03-31,满五年,无抵押,商品房,普通住宅,非共有,1,4个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111598305.html,中楼层,29,普陀,光新,,2室2厅,1厨1卫,950.0,90727,104.71,上海市普陀光新香溢花城一期,31.256143,121.43426
香溢花城一期,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-09-21,2010-06-03,满五年,有抵押,商品房,普通住宅,非共有,18,7个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110870078.html,中楼层,32,普陀,光新,,2室2厅,1厨1卫,850.0,80692,105.34,上海市普陀光新香溢花城一期,31.256143,121.43426
月亮湾,南 北,简装,,平层,板楼,钢混结构,两梯三户,有,2025-02-22,2006-02-13,满五年,无抵押,商品房,普通住宅,共有,9,2个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112077655.html,中楼层,28,普陀,光新,内环至中环,2室2厅,1厨1卫,750.0,78782,95.2,上海市普陀光新月亮湾,31.254696,121.432897
中远两湾城,南,简装,,平层,板楼,钢混结构,两梯四户,有,2023-06-12,2010-02-22,满五年,无抵押,商品房,普通住宅,共有,207,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107329256.html,高楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,808.0,77417,104.37,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南 北,精装,,平层,板楼,钢混结构,两梯四户,有,2024-08-28,2012-10-23,满五年,有抵押,商品房,普通住宅,共有,0,7个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110657412.html,高楼层,32,普陀,中远两湾城,内环内,2室2厅,1厨1卫,818.0,79080,103.44,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,简装,,错层,板楼,钢混结构,两梯五户,有,2025-02-26,2025-01-12,未满两年,无抵押,商品房,普通住宅,非共有,2,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112121598.html,低楼层,33,普陀,中远两湾城,内环内,2室2厅,1厨1卫,850.0,81763,103.96,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南 北,精装,,平层,板楼,钢混结构,两梯四户,有,2025-03-31,2015-07-05,满五年,有抵押,商品房,普通住宅,共有,16,28天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112471357.html,中楼层,32,普陀,中远两湾城,内环内,2室1厅,1厨1卫,835.0,82617,101.07,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯五户,有,2024-05-10,2011-06-24,满五年,无抵押,商品房,普通住宅,非共有,33,11个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107109696876.html,高楼层,35,普陀,中远两湾城,内环内,2室2厅,1厨1卫,848.0,86868,97.62,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
音乐广场,南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-11-27,2005-11-26,满五年,无抵押,商品房,普通住宅,共有,19,4个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111447315.html,低楼层,24,普陀,长寿路,内环内,2室2厅,1厨1卫,998.0,98676,101.14,上海市普陀长寿路音乐广场,31.239619,121.436855
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯四户,有,2025-02-10,2003-01-07,满五年,无抵押,商品房,普通住宅,共有,7,2个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111943619.html,低楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,768.0,78416,97.94,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
金融街融府,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-08-19,2021-03-24,满两年,有抵押,商品房,普通住宅,非共有,58,8个月以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107110548388.html,中楼层,36,静安,不夜城,内环内,2室2厅,1厨1卫,1058.0,117321,90.18,上海市静安不夜城金融街融府,31.254013,121.450823
香溢花城二期,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-08-07,2018-08-02,满五年,无抵押,商品房,普通住宅,非共有,13,8个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110446323.html,高楼层,20,普陀,光新,,2室2厅,1厨1卫,1150.0,104956,109.57,上海市普陀光新香溢花城二期,31.256143,121.43426
香溢花城一期,南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-09-12,2019-05-01,满五年,有抵押,商品房,普通住宅,共有,30,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110790241.html,中楼层,8,普陀,光新,,2室2厅,1厨1卫,998.0,91142,109.5,上海市普陀光新香溢花城一期,31.256143,121.43426
中远两湾城,南 西,精装,,平层,板楼,钢混结构,两梯五户,有,2024-08-17,2017-11-18,满五年,无抵押,商品房,普通住宅,非共有,115,8个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107110530824.html,中楼层,33,普陀,中远两湾城,内环内,2室2厅,1厨1卫,779.0,77344,100.72,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯五户,有,2024-07-05,2006-08-25,满五年,无抵押,商品房,普通住宅,共有,78,9个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107110161737.html,高楼层,33,普陀,中远两湾城,内环内,2室2厅,1厨1卫,824.0,76673,107.47,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,西南,精装,,平层,板塔结合,钢混结构,四梯八户,有,2024-06-10,2023-05-04,未满两年,无抵押,商品房,普通住宅,非共有,89,10个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107109949805.html,中楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨2卫,926.0,87881,105.37,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,西南,简装,,平层,板楼,钢混结构,两梯四户,有,2024-05-22,2016-05-01,满五年,有抵押,商品房,普通住宅,非共有,34,10个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107109793141.html,中楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,775.0,78291,98.99,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,西南,精装,,平层,板楼,钢混结构,两梯四户,有,2025-04-15,2015-11-26,满五年,无抵押,商品房,普通住宅,共有,9,13天以前发布,VR房源,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112612224.html,高楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨2卫,810.0,76221,106.27,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
香溢花城一期,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-09-21,2010-06-03,满五年,有抵押,商品房,普通住宅,非共有,18,7个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110870078.html,中楼层,32,普陀,光新,,2室2厅,1厨1卫,850.0,80692,105.34,上海市普陀光新香溢花城一期,31.256143,121.43426
中远两湾城,南 北,精装,,平层,板楼,钢混结构,三梯六户,有,2024-12-16,2015-07-01,满五年,无抵押,商品房,普通住宅,非共有,0,4个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107111607488.html,中楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨2卫,880.0,80015,109.98,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,简装,,平层,板楼,钢混结构,两梯四户,有,2023-06-12,2010-02-22,满五年,无抵押,商品房,普通住宅,共有,207,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107329256.html,高楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,808.0,77417,104.37,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
月亮湾,南 北,简装,,平层,板楼,钢混结构,两梯三户,有,2025-02-22,2006-02-13,满五年,无抵押,商品房,普通住宅,共有,9,2个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107112077655.html,中楼层,28,普陀,光新,内环至中环,2室2厅,1厨1卫,750.0,78782,95.2,上海市普陀光新月亮湾,31.254696,121.432897
中远两湾城,西南,简装,,平层,板楼,钢混结构,两梯四户,有,2024-05-22,2016-05-01,满五年,有抵押,商品房,普通住宅,非共有,34,10个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107109793141.html,中楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,775.0,78291,98.99,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,东南 西南,精装,,平层,板楼,钢混结构,两梯五户,有,2025-03-12,2003-01-10,满五年,无抵押,商品房,普通住宅,共有,18,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112280470.html,高楼层,35,普陀,中远两湾城,内环内,2室2厅,1厨1卫,765.0,78366,97.62,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,西南,精装,,平层,板楼,钢混结构,两梯四户,有,2024-09-09,2020-10-24,满两年,无抵押,商品房,普通住宅,非共有,7,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110767101.html,低楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,820.0,78567,104.37,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,西南,简装,,平层,板楼,钢混结构,两梯五户,有,2024-09-22,2013-09-24,满五年,无抵押,商品房,普通住宅,共有,22,7个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107110879365.html,中楼层,33,普陀,中远两湾城,内环内,2室2厅,1厨1卫,870.0,79300,109.71,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,简装,,平层,板楼,钢混结构,两梯四户,有,2025-04-17,2001-12-06,满五年,无抵押,商品房,普通住宅,非共有,7,11天以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112633242.html,中楼层,32,普陀,中远两湾城,内环内,2室2厅,1厨1卫,780.0,76479,101.99,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯三户,有,2024-11-25,2003-07-25,满五年,无抵押,商品房,普通住宅,共有,166,4个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111430976.html,中楼层,30,普陀,中远两湾城,内环内,2室2厅,1厨1卫,745.0,76403,97.51,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯五户,有,2025-03-07,2004-03-06,满五年,有抵押,商品房,普通住宅,非共有,81,1个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112219771.html,低楼层,34,普陀,中远两湾城,内环内,2室1厅,1厨1卫,650.0,71650,90.72,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,西南,精装,,平层,板楼,钢混结构,四梯八户,有,2025-04-23,2022-02-10,满两年,无抵押,商品房,普通住宅,非共有,5,4天以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112694090.html,低楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,799.0,82747,96.56,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯三户,有,2023-06-17,2016-02-06,满五年,有抵押,商品房,普通住宅,共有,62,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107107369598.html,低楼层,35,普陀,中远两湾城,内环内,2室2厅,1厨1卫,845.0,84976,99.44,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
中远两湾城,西南,精装,,平层,板楼,钢混结构,两梯五户,有,2025-03-20,2015-04-28,满五年,无抵押,商品房,普通住宅,共有,19,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112360859.html,高楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨2卫,857.0,79922,107.23,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
友谊大楼,南,精装,,平层,塔楼,钢混结构,两梯十户,有,2025-01-10,2021-06-10,满两年,无抵押,商品房,普通住宅,共有,14,3个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111807375.html,低楼层,22,普陀,中远两湾城,内环内,2室2厅,1厨1卫,398.0,49982,79.63,上海市普陀中远两湾城友谊大楼,31.254432,121.438977
友谊大楼,南,简装,,平层,塔楼,钢混结构,两梯十户,有,2024-12-24,2018-07-09,满五年,无抵押,商品房,普通住宅,共有,1,4个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111673357.html,中楼层,22,普陀,中远两湾城,内环内,2室2厅,1厨1卫,380.0,53567,70.94,上海市普陀中远两湾城友谊大楼,31.254432,121.438977
光新大楼,南 西南 西,精装,,平层,塔楼,钢混结构,两梯八户,有,2024-11-26,2004-03-22,满五年,无抵押,商品房,普通住宅,共有,12,4个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107111438160.html,低楼层,25,普陀,光新,内环至中环,2室1厅,1厨1卫,373.0,56782,65.69,上海市普陀光新光新大楼,31.251196,121.431031
光新大楼,东南 南,精装,,平层,塔楼,钢混结构,两梯八户,有,2023-09-10,2001-05-19,满五年,无抵押,商品房,普通住宅,非共有,44,一年前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107108005246.html,中楼层,25,普陀,光新,内环至中环,2室1厅,1厨1卫,400.0,59657,67.05,上海市普陀光新光新大楼,31.251196,121.431031
金原新苑,东 北,精装,,平层,塔楼,钢混结构,两梯八户,有,2025-03-13,2001-09-03,满五年,无抵押,商品房,普通住宅,共有,13,1个月以前发布,VR看装修,近地铁,,https://sh.lianjia.com/ershoufang/107112284305.html,低楼层,22,普陀,甘泉宜川,内环至中环,2室2厅,1厨1卫,373.0,39975,93.31,上海市普陀甘泉宜川金原新苑,31.259262,121.427941
金原新苑,东 南 西 北,精装,,平层,塔楼,钢混结构,两梯八户,有,2024-08-02,2008-04-10,满五年,无抵押,商品房,普通住宅,共有,35,8个月以前发布,VR房源,近地铁,,https://sh.lianjia.com/ershoufang/107110398118.html,低楼层,22,普陀,甘泉宜川,内环至中环,2室1厅,1厨1卫,399.0,42757,93.32,上海市普陀甘泉宜川金原新苑,31.259262,121.427941
平江盛世家园,西南,精装,,平层,塔楼,钢混结构,两梯八户,有,2025-04-16,2016-04-26,满五年,无抵押,商品房,普通住宅,非共有,5,11天以前发布,VR房源,,,https://sh.lianjia.com/ershoufang/107112628062.html,高楼层,24,普陀,甘泉宜川,内环内,2室1厅,1厨1卫,405.0,54487,74.33,上海市普陀甘泉宜川平江盛世家园,31.256276,121.448567
大洋新村,南,简装,,平层,板楼,砖混结构,无电梯,无,2024-04-25,2000-04-02,满两年,无抵押,商品房,普通住宅,非共有,31,一年前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107109581573.html,高楼层,6,普陀,甘泉宜川,内环内,2室1厅,1厨1卫,218.0,48803,44.67,上海市普陀甘泉宜川大洋新村,31.2539,121.44866
平江盛世家园,北,简装,,平层,塔楼,钢混结构,两梯八户,有,2024-10-23,2012-10-11,满五年,无抵押,商品房,普通住宅,共有,36,6个月以前发布,VR看装修,,,https://sh.lianjia.com/ershoufang/107111147562.html,低楼层,24,普陀,甘泉宜川,内环内,2室1厅,1厨1卫,328.0,46289,70.86,上海市普陀甘泉宜川平江盛世家园,31.256276,121.448567
中远两湾城,南,精装,,平层,板楼,钢混结构,两梯四户,有,2025-02-17,2017-08-16,满五年,无抵押,商品房,普通住宅,共有,9,2个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107112024087.html,高楼层,34,普陀,中远两湾城,内环内,2室2厅,1厨1卫,818.0,84400,96.92,上海市普陀中远两湾城中远两湾城,31.252108,121.442988
越秀苑,南,简装,,平层,板楼,钢混结构,两梯三户,有,2024-10-13,2020-05-08,满两年,有抵押,商品房,普通住宅,非共有,77,6个月以前发布,VR看装修,近地铁,随时看房,https://sh.lianjia.com/ershoufang/107111067691.html,低楼层,25,静安,不夜城,内环内,2室1厅,1厨1卫,618.0,67771,91.19,上海市静安不夜城越秀苑,31.254966,121.45795
